node_id,lat,lon
35288643,32.090968,34.7906458
57046702,32.0614245,34.7618013
57046703,32.0617485,34.7620401
57046720,32.0658414,34.7628688
57046723,32.0660282,34.7629348
57046734,32.0656253,34.7692611
57046735,32.0652436,34.7697426
197465978,32.1239644,34.8240856
197469603,32.1071049,34.8273769
197470097,32.1183326,34.8183396
200661227,32.0506622,34.7837376
211483838,32.0808898,34.7970997
267815053,32.0815004,34.7812752
267815381,32.0794971,34.7800369
267816148,32.0779824,34.7782217
267817909,32.0797926,34.7722779
267818057,32.0773845,34.7689092
267819097,32.0792012,34.7679799
267819605,32.0819215,34.7731316
268217756,32.0498717,34.7556579
268217765,32.0469715,34.7834724
268217769,32.0507522,34.7714806
268217771,32.0489552,34.7635289
270425869,32.1028838,34.7926104
270425874,32.1031357,34.7908855
270425885,32.0830011,34.7947642
270425900,32.098561,34.7832807
270425921,32.0987232,34.7831813
270425997,32.0904982,34.7954783
270426018,32.0906276,34.7983662
270480918,32.0762534,34.7814567
270490795,32.0757361,34.7801254
271326030,32.1227997,34.7945674
271878245,32.1168644,34.8216586
271878258,32.1158725,34.8254387
271878268,32.1154661,34.8332257
271878283,32.1153689,34.8321761
271878297,32.1144322,34.832939
271878300,32.1149259,34.8330767
271878405,32.110008,34.8322
271878423,32.1220403,34.8249945
271878426,32.1236853,34.8244285
279713588,32.0648626,34.7688469
279713608,32.0635359,34.7690864
279713616,32.0636281,34.7698276
280004122,32.095627,34.7839413
282404352,32.0781764,34.7885006
282407636,32.0838321,34.7853293
282407637,32.082998,34.7882245
282458041,32.0695406,34.7829049
282458047,32.0651645,34.77794
282458079,32.0658755,34.7774188
282458089,32.0661771,34.7764129
282458093,32.0656407,34.775941
282458158,32.0668692,34.7767174
282458166,32.0674283,34.7805639
282458173,32.0662137,34.7797446
282458178,32.0658334,34.7804332
282458212,32.0607445,34.7769884
282458259,32.0612339,34.7755585
282458294,32.0642902,34.7923384
282458314,32.0721314,34.794456
282458426,32.1028837,34.7919841
282458435,32.1024123,34.792708
282458464,32.099906,34.7932936
283612318,32.0657261,34.7785089
283621168,32.0653331,34.7863547
284641794,32.0874639,34.7861948
284880414,32.0803254,34.7813198
284886812,32.0804784,34.7879512
284891705,32.082557,34.7872771
284893128,32.0823714,34.7881399
284899643,32.0835366,34.7859294
284900755,32.0818298,34.7872058
284903708,32.0823762,34.7846382
284905902,32.0832444,34.7834701
284911361,32.0827054,34.7827863
284911366,32.0840264,34.7844107
284915964,32.0800326,34.7851774
284915969,32.0821153,34.7853931
285953225,32.0814822,34.7835186
285953228,32.0809369,34.7821201
285954389,32.0815592,34.7820308
285955351,32.0844586,34.7816867
286363134,32.0917899,34.7813164
286363135,32.0897431,34.7808963
286363730,32.0903245,34.7757445
286366857,32.0858221,34.7793049
286367279,32.0796343,34.7770666
286369057,32.0843627,34.7863868
286542230,32.0514059,34.7701343
286542239,32.058119,34.7708631
286542525,32.0547353,34.7708529
286542526,32.0549023,34.7667329
286542661,32.0549296,34.775307
286542729,32.0552913,34.7569851
286544166,32.0471027,34.7841113
286544728,32.0496027,34.7733891
286546551,32.0738413,34.7806373
286546719,32.0716878,34.7799974
286643379,32.0499015,34.7838631
286643406,32.0471294,34.7835198
286643420,32.061513,34.7702887
286643424,32.0533054,34.7721688
286643432,32.0598833,34.7680363
286643440,32.0589019,34.7712548
286643444,32.0606402,34.7709973
286643451,32.0580247,34.7699899
286643458,32.0587653,34.7698838
286643460,32.0588484,34.7707568
286643465,32.0560091,34.772668
286643475,32.0581427,34.7720355
286643492,32.0534139,34.7716659
286643494,32.0537752,34.7708267
286643575,32.0727301,34.7940054
286692486,32.0473532,34.7808326
286741983,32.0547693,34.7720994
286754329,32.0605436,34.7704922
286763487,32.0593656,34.7843639
287081614,32.1209891,34.8049748
287081618,32.1232133,34.7916825
287081741,32.1028826,34.7890749
287237219,32.078378,34.7884879
287237222,32.0774107,34.7845803
287237424,32.0790972,34.7866979
287237690,32.0792907,34.7841075
287237691,32.078444,34.7840504
287237779,32.0799083,34.7867881
287570531,32.0673038,34.7727929
287570954,32.0679509,34.7730381
287571173,32.0692552,34.7732747
287572290,32.0662472,34.7789719
288134139,32.073509,34.7836544
288134274,32.0801668,34.7834557
288134276,32.0756622,34.7833936
288134277,32.0743256,34.7835628
289069621,32.1127147,34.7926259
289069622,32.112712,34.7924443
289069626,32.1031364,34.7945527
289069630,32.1049236,34.7946318
289069644,32.1108573,34.7982057
289087257,32.1182387,34.8015431
289087265,32.1215305,34.8023212
289089571,32.0884911,34.7803683
289089572,32.0919521,34.781341
289089573,32.0811094,34.7775122
289089574,32.0793579,34.7832744
289496747,32.0941247,34.7725777
289496750,32.0932738,34.7734937
289496956,32.0956154,34.7743408
289498191,32.0962399,34.7745102
289499143,32.1008232,34.7750717
289501484,32.0957174,34.7737802
289501488,32.0939886,34.7731732
289502961,32.0620797,34.7806122
289502966,32.0623889,34.7849258
289503064,32.0619444,34.7825148
289503065,32.0618074,34.7837629
289503067,32.0616825,34.7847428
289503068,32.0628178,34.7814558
289503319,32.0626592,34.7827578
289503541,32.0611415,34.7820963
289503947,32.060356,34.7832662
290033964,32.0642929,34.7992183
290033968,32.0633098,34.8035227
290034022,32.0539348,34.7915859
290034058,32.0533647,34.800224
290034365,32.0469642,34.7991157
290034653,32.0570226,34.8052077
290034661,32.0446115,34.8132462
290034699,32.0574967,34.8045947
290034700,32.0565986,34.806362
290034963,32.0888457,34.7783407
290034964,32.0863047,34.7778004
290034965,32.0855706,34.7776202
290034969,32.0814804,34.775644
290035378,32.0898292,34.7801332
290507602,32.1093994,34.7950751
290507618,32.1097113,34.7965255
290612973,32.0927712,34.7733032
290613957,32.0974161,34.7764034
290614029,32.0941577,34.7766619
290614131,32.0947557,34.7754539
290614226,32.0889502,34.7776364
290614227,32.0921175,34.7782463
290614228,32.0922775,34.7782864
291319426,32.0530176,34.7649725
291705524,32.0779239,34.7914351
291705706,32.0821469,34.7918878
291706037,32.0854282,34.7952347
293336243,32.0735033,34.7906273
301910593,32.1190131,34.8119228
303888356,32.1147765,34.8111266
306558978,32.0830773,34.7855477
311001030,32.0720324,34.779107
311001040,32.0654291,34.7766695
311001044,32.0659273,34.7771958
311001058,32.0705524,34.7786441
311001060,32.0666183,34.7776521
311001062,32.0666655,34.7774456
312283100,32.0911517,34.7953667
312283187,32.0912924,34.7953385
312283990,32.0827075,34.7945358
312825364,32.0670337,34.7929287
312827671,32.0710654,34.7989097
312834939,32.0671144,34.7978891
312837622,32.0659115,34.7998143
312838114,32.0670591,34.7997311
312840645,32.0661642,34.7997625
312840674,32.0670652,34.7993221
314749766,32.1071292,34.8275777
314957880,32.1122975,34.8391968
314957906,32.106952,34.8302505
314957927,32.1072916,34.8275316
315034711,32.0925531,34.8007258
315034811,32.0961488,34.8023379
315036366,32.0996738,34.8030504
315048449,32.0707764,34.7998847
315048480,32.0708911,34.7999274
315060363,32.0926492,34.7747959
315060364,32.0900946,34.777844
315468517,32.0688238,34.7632124
315468518,32.0681803,34.7652124
315468519,32.0701034,34.7665286
315468520,32.0729571,34.7678506
316022675,32.100597,34.7963382
316022676,32.0999491,34.7934715
316022678,32.0991951,34.7907454
316022679,32.0997201,34.7933296
316022680,32.0997636,34.7935108
316022681,32.100262,34.7956036
317214414,32.0630455,34.7717775
317214418,32.0617378,34.7722954
317214577,32.0621646,34.7701501
317214579,32.0617518,34.7669509
318177898,32.029796,34.7491617
318177899,32.0300528,34.7487073
318177901,32.0309547,34.7471974
318177903,32.0316973,34.7458148
318178334,32.0324322,34.7463985
318178411,32.0315338,34.7492486
318178412,32.0310396,34.7501765
318178468,32.0305876,34.7490892
318178469,32.0313399,34.7496126
318178556,32.0313086,34.7478739
318178557,32.0302517,34.749654
318178782,32.0324467,34.7474971
318178904,32.0338988,34.7482211
318179069,32.0331889,34.745832
318179104,32.0339383,34.7465926
318179108,32.0346441,34.7479434
318179135,32.0329539,34.7455179
318179197,32.0347046,34.7469867
318179198,32.0336926,34.7453427
318179261,32.0328779,34.7440843
318179413,32.0340947,34.7433315
318179414,32.0337972,34.7440578
318179416,32.0334296,34.7448511
318179484,32.0334,34.7430172
318179487,32.0333484,34.7436915
318179503,32.0345568,34.743712
318180507,32.0344739,34.7501844
318180570,32.0340452,34.7516685
318180661,32.0294316,34.7497962
318181239,32.0394397,34.7509523
318181242,32.0375005,34.7499303
318181243,32.0374132,34.749875
318181797,32.0381323,34.7467762
318181834,32.0380756,34.7467598
318181838,32.0373656,34.7503269
318182101,32.0379764,34.7553781
318182341,32.0381292,34.7554318
318182416,32.0369735,34.7595542
318182418,32.0359257,34.7592207
318182646,32.0386529,34.7620801
318182648,32.0386308,34.7612727
318182649,32.0386063,34.7610659
318183193,32.036318,34.7586555
318183199,32.0362668,34.7556562
318183200,32.0367958,34.7548788
318184471,32.035068,34.7690423
318184473,32.0361691,34.7659351
318185906,32.0421142,34.7549437
318185913,32.0419927,34.7550762
318186699,32.0419498,34.7544676
318186706,32.0421814,34.7536829
318412288,32.0389035,34.7469388
318420958,32.0356016,34.7456411
318751914,32.0355055,34.7479768
318752375,32.0400965,34.7467741
318753098,32.0382977,34.765694
318753800,32.0356855,34.7691912
318757198,32.0469488,34.7845298
318758391,32.0489088,34.7631673
318758392,32.0487797,34.763438
318758396,32.0457454,34.7674332
318758601,32.050326,34.7514583
318759300,32.0498285,34.7599553
318759301,32.0499582,34.7602719
318761485,32.0547463,34.7650972
318762050,32.0442279,34.7624188
318762264,32.0429994,34.7661248
318867560,32.0441974,34.7625885
318867646,32.0487029,34.7636024
318867658,32.0488825,34.7637118
318867661,32.0474616,34.7631069
318868147,32.0351161,34.7692925
318868182,32.0350317,34.7693199
320115303,32.0856003,34.7994842
331408674,32.0843615,34.7823749
331421759,32.080532,34.7870495
331994292,32.0941321,34.7826574
331994305,32.0918645,34.7821631
332203929,32.0816015,34.7799744
332203930,32.0826518,34.7780296
332203931,32.0835902,34.7763093
332204071,32.0875843,34.7713178
332204758,32.0815281,34.7799201
332204765,32.080694,34.7799096
332205122,32.0788722,34.7786983
332205125,32.0786636,34.7789185
332205587,32.0763387,34.7833131
332205712,32.0776855,34.780107
332205713,32.0775612,34.7812532
332205774,32.0785275,34.7812012
332206685,32.0740479,34.7754061
332212528,32.1228258,34.794371
332212898,32.1124514,34.7896227
332282995,32.0910663,34.7811691
332283087,32.0883009,34.7815088
332446062,32.0915955,34.7781219
333241143,32.0995336,34.7918859
333241291,32.100059,34.7942417
334449379,32.0847766,34.7770691
334632164,32.0918449,34.776137
334632200,32.0903585,34.7740779
334633446,32.0902012,34.7749397
334634466,32.1409305,34.8011425
334705884,32.0913659,34.780423
334709788,32.0712162,34.7725396
334710148,32.0718314,34.771131
334710405,32.0739334,34.7727716
334710408,32.074999,34.7735318
334711446,32.0728116,34.77158
334711448,32.0723038,34.7727739
334712025,32.0758949,34.771762
334712285,32.0744716,34.7702518
334719605,32.0623871,34.7720472
334738489,32.0547455,34.7715745
334739043,32.063832,34.7714657
334739161,32.0632169,34.7717092
334740172,32.0655518,34.7707483
335851693,32.1181049,34.8023913
335851698,32.1193939,34.8064282
335851703,32.1173193,34.8070776
335851740,32.1203095,34.8028909
335852681,32.1129484,34.7958079
335852980,32.1171879,34.7965318
335853130,32.1177715,34.7976364
335853131,32.1177033,34.7974286
335853185,32.1183356,34.7998529
335853222,32.1182232,34.799987
335853504,32.1175723,34.7974747
336077734,32.0983616,34.7833627
336079092,32.0920163,34.7807388
336079180,32.0937918,34.7796789
336079644,32.0935436,34.778527
336079649,32.0933365,34.7791778
336080802,32.0923558,34.7775511
336081282,32.0944301,34.7779484
336081749,32.0948631,34.7785219
336099012,32.12293,34.82468
336099013,32.1228336,34.8245788
336102511,32.1223133,34.8180092
336102840,32.123314,34.8179844
336295207,32.0631102,34.7876963
338523129,32.0912865,34.7812122
338523441,32.0919794,34.7795169
338523444,32.0899313,34.779211
338523491,32.0905196,34.779312
338523534,32.0907074,34.7779359
338523544,32.0915319,34.7787911
338523574,32.0906082,34.7786611
338523658,32.0883462,34.7812551
338523681,32.0896468,34.7815437
338523767,32.0899972,34.7826062
338523773,32.0900765,34.7820442
338523848,32.0909205,34.7821886
338523851,32.0903744,34.7820959
338523855,32.0905212,34.7810611
338523913,32.086886,34.777937
338523914,32.0864797,34.7795907
338523918,32.087696,34.781379
338523938,32.0878156,34.7807333
338523939,32.0879215,34.780162
338523995,32.0862871,34.7803531
338524359,32.0726884,34.7835377
338524363,32.0725568,34.7841699
338653818,32.0705309,34.8006682
338658900,32.0548179,34.7754514
338659016,32.0495439,34.773511
338660371,32.0606952,34.7768901
339417557,32.0985732,34.7834609
339417992,32.0940641,34.7835402
339418177,32.0981346,34.7835991
339418259,32.0985969,34.7839236
339420506,32.0853193,34.7818997
339420780,32.0822281,34.781389
339420952,32.0803236,34.7813674
339421078,32.0763092,34.7815706
339421079,32.0755879,34.7817197
339422118,32.0710864,34.7819669
339427555,32.1018118,34.7819236
339428052,32.1027297,34.7890983
339429278,32.0987343,34.783399
339468118,32.0671181,34.781224
339472687,32.0672707,34.782379
339472688,32.0669623,34.7824418
339472702,32.0673628,34.7828712
339473381,32.0692523,34.7823123
339474687,32.0684023,34.7826333
339474931,32.0683368,34.7822017
339475018,32.0677323,34.7822689
339476005,32.069691,34.7819302
339482136,32.0770392,34.769574
339482152,32.0763842,34.7669562
339997764,32.0794928,34.7935987
340001282,32.0734836,34.7902279
340001348,32.0733078,34.7905503
340001868,32.0756508,34.7912897
340005675,32.084301,34.7742428
340005723,32.0834622,34.7762251
340005844,32.0824914,34.7779696
340005875,32.0794975,34.7799007
340005987,32.0837551,34.7757094
340005998,32.0832211,34.7754368
340006005,32.0837135,34.7741208
340006024,32.0816785,34.7744919
340006053,32.0834792,34.7748056
340006106,32.0822635,34.7745869
340006743,32.0813666,34.7762357
340006835,32.0831065,34.7768271
340007158,32.0831943,34.7813105
340007159,32.0832157,34.7814424
340007231,32.0824151,34.7783914
340007281,32.082615,34.7784343
340007374,32.083041,34.7739793
340007412,32.0832865,34.7724065
340007462,32.0826973,34.7721345
340008586,32.0796736,34.7757167
340121936,32.0754978,34.7666416
340121937,32.0754136,34.7657441
340123979,32.0944229,34.7885731
340125176,32.1012823,34.7894305
340232434,32.085048,34.7832388
340232952,32.0852318,34.7790631
340233156,32.0845338,34.781571
340233619,32.084914,34.7803577
340233710,32.0827137,34.778866
340234058,32.0835914,34.7791684
340234482,32.0829256,34.7798875
340235293,32.0620203,34.7687581
340235519,32.0633831,34.7795845
340309684,32.0932923,34.7784793
340309691,32.0933914,34.7778347
340309913,32.0934014,34.7776552
340310904,32.0909016,34.7793679
340311101,32.0908074,34.7803383
340311507,32.0901715,34.7771713
340311634,32.0921982,34.7775324
340311952,32.0906799,34.7772472
340312181,32.0908836,34.7772836
340312251,32.0907912,34.7779538
340312591,32.0922507,34.777009
340312726,32.0915129,34.7768157
340312773,32.0916995,34.7761021
340313009,32.0894209,34.7746975
340314059,32.0902425,34.7765071
340314062,32.089467,34.776351
340314438,32.089619,34.7763773
340314441,32.0890557,34.7769542
340315144,32.0815818,34.7785367
340315146,32.0819097,34.7788761
340318789,32.0931983,34.7764513
340318978,32.0929109,34.7776978
340368898,32.0949336,34.7773763
340369249,32.087152,34.775752
340369250,32.0886165,34.7761266
340369251,32.0891539,34.7762769
340369252,32.088016,34.7759632
340369342,32.088227,34.7752296
340369699,32.088382,34.777513
340369726,32.0885055,34.7767644
340370050,32.0847926,34.7751923
340370051,32.0845618,34.7757036
340370052,32.0843391,34.7761711
340370079,32.0856896,34.7753993
340370102,32.0858615,34.7746379
340372898,32.0856649,34.7760879
340372903,32.0854929,34.7771518
340373544,32.081655,34.774631
340373545,32.0797091,34.7744939
340375374,32.102523,34.7815127
340376906,32.1066621,34.8045243
340376915,32.1068302,34.8045044
340376918,32.1066989,34.8048396
340377004,32.1061938,34.8011988
340377181,32.1069173,34.8052383
340377994,32.0847648,34.7809654
340378003,32.0830408,34.7804683
340424076,32.0953753,34.7742559
340459478,32.0836697,34.7776312
340983520,32.0890471,34.7985421
341348975,32.0819255,34.7960735
342271522,32.1090192,34.8079133
342280719,32.1078677,34.8148518
342280843,32.1077594,34.8149474
342281592,32.1183773,34.8182169
342281871,32.1208215,34.8201165
342292262,32.1072592,34.8273286
342293381,32.0944995,34.7944263
342293399,32.0945492,34.7945729
342298586,32.096344,34.7920779
342316230,32.0988644,34.8012674
342319877,32.0960529,34.8010197
342323642,32.0960566,34.8005862
342324201,32.097344,34.8006087
342325220,32.0976356,34.7986538
342325221,32.0969452,34.7989619
342325223,32.0960747,34.7993374
342326535,32.0973909,34.801172
342328066,32.095971,34.798407
342329113,32.097209,34.7979812
342329117,32.0979255,34.7975546
342329928,32.0944532,34.7986218
342330260,32.0934846,34.7984851
342330661,32.0935823,34.7986997
342330805,32.0953552,34.7985255
342334554,32.0952594,34.797136
342335545,32.0975896,34.7969085
342338421,32.0948325,34.7952937
342338553,32.0922495,34.7959736
342341269,32.0967331,34.7936918
342343497,32.0923186,34.7939425
342343883,32.0965778,34.7930132
342346349,32.091737,34.7941775
342347419,32.0923756,34.7943636
342347626,32.0924757,34.7947495
342348469,32.0922197,34.7912865
342349454,32.0922339,34.7926599
342350935,32.0925468,34.789569
342351584,32.0932763,34.7895258
342351587,32.0914503,34.7896069
342354796,32.0925316,34.7887367
342355075,32.0938239,34.7885685
342356536,32.0925181,34.7879885
342357599,32.0938173,34.7880108
342357610,32.0908637,34.7880146
342358423,32.0925163,34.7871535
342359327,32.0908522,34.7871304
342359328,32.0938121,34.7871931
342360998,32.0929578,34.7871665
342361000,32.0933589,34.7860499
342361008,32.0933964,34.7871795
342361739,32.0933635,34.785774
342361863,32.0938134,34.7857309
342362300,32.0938404,34.783489
342365165,32.0954333,34.7844604
342365166,32.0939842,34.7842411
342365168,32.0908518,34.783693
342367820,32.0915944,34.7837572
342371873,32.0948352,34.7844079
342371984,32.094868,34.7872524
342372934,32.0949791,34.7880078
342373861,32.0950653,34.788586
342374078,32.0948423,34.7857058
342374880,32.0943355,34.7857367
342375422,32.0944013,34.7843229
342376103,32.0908466,34.7851217
342376767,32.0919542,34.7854505
342376769,32.0916249,34.7852213
342378333,32.0936573,34.7847723
342380419,32.0922928,34.785953
342380436,32.0908514,34.786583
342382517,32.0930866,34.7840629
343211372,32.095495,34.7766292
343211541,32.0954273,34.7762615
343212324,32.0965879,34.7760303
343212330,32.0969255,34.7749881
343324101,32.0839564,34.7882125
343324262,32.0883913,34.7886214
343324430,32.0886724,34.7901991
343324836,32.0863073,34.7925702
343324964,32.0875462,34.7928158
343325168,32.0831745,34.791806
343325366,32.0855265,34.7924379
343325522,32.0844834,34.7893893
343325524,32.0841351,34.790752
343325590,32.0847372,34.7902137
343326608,32.084699,34.7912682
343327555,32.0850411,34.7870742
343327760,32.0880883,34.7888325
343327806,32.0894409,34.7864744
343327896,32.089406,34.787236
343328485,32.0888034,34.7872335
343328549,32.08878,34.7875747
343328906,32.0903462,34.7890724
343329081,32.0903171,34.7893728
343329084,32.088674,34.7893799
343329526,32.0860772,34.783506
343330142,32.0881358,34.7734493
343330420,32.0877953,34.7751062
343330692,32.0880175,34.7740248
343330693,32.0894622,34.7744382
343330709,32.0893781,34.7749468
343330830,32.0879103,34.7745465
343331182,32.0927289,34.7740474
343331654,32.0925706,34.775534
343332322,32.0965451,34.7760364
343388987,32.0938897,34.7849971
343400785,32.0810862,34.7930728
343415872,32.0838516,34.7919879
343415874,32.0864708,34.7912354
343415880,32.0857103,34.7951194
343415883,32.0781562,34.781211
343415896,32.078222,34.7805932
343415899,32.0769059,34.7801153
343444081,32.0819551,34.7933024
343444088,32.0815216,34.7931983
343444093,32.0820349,34.7933219
343444097,32.0818644,34.7932777
343444113,32.0812009,34.7930983
343444116,32.0809663,34.7930415
343444123,32.0812835,34.7916894
343444128,32.0808011,34.7916041
343444137,32.0805946,34.7929257
343444152,32.0806663,34.7929362
343444157,32.0804697,34.7929178
343444163,32.0803099,34.7915182
343444168,32.0801475,34.7926244
343611352,32.0911478,34.7951736
343611360,32.0912869,34.7951469
343611361,32.0911136,34.7906516
343611510,32.0909919,34.7880138
343611511,32.0909803,34.7871291
343611512,32.0909748,34.7865815
343611513,32.0909516,34.7851262
343611514,32.0909463,34.7837062
343611515,32.090988,34.7829007
343746116,32.0968658,34.7948433
344068026,32.0756655,34.8006124
344068053,32.0758483,34.7999803
344462019,32.0785307,34.7813272
345342110,32.0806803,34.7684543
345395870,32.1108971,34.8165338
345395901,32.1105876,34.8172784
345399922,32.0974327,34.8018888
345401039,32.1024355,34.8049207
345401922,32.1016984,34.802258
345403957,32.0579237,34.8068454
345413509,32.0459085,34.8046515
345753220,32.083259,34.78048
346147376,32.0541698,34.8037899
346147630,32.0540734,34.8056351
346147659,32.0536545,34.8049273
346147978,32.0496023,34.8051434
346148180,32.0489762,34.8079125
346148262,32.0492476,34.8044661
346148263,32.0495615,34.8138357
346149510,32.0474622,34.7920229
346149553,32.0444351,34.7911235
346149554,32.0443053,34.7923084
346149555,32.0442424,34.7935497
346149556,32.0444272,34.7914909
346149706,32.0441435,34.7902599
346149915,32.0443252,34.7902007
346150382,32.0474693,34.7895805
346150403,32.0460161,34.7909408
346150405,32.045765,34.7909337
346150663,32.0460326,34.7896701
346150709,32.0457638,34.7896619
346150916,32.0455436,34.7934792
346150953,32.0459798,34.7949119
346202826,32.1159202,34.8255761
346202827,32.1187876,34.8254463
346202963,32.1188866,34.8254417
347035948,32.0593233,34.7895534
347036390,32.0586076,34.7895404
347038454,32.0586572,34.7872532
347038457,32.0585451,34.7919458
350311049,32.0699848,34.791316
351227764,32.0632336,34.7978918
352905165,32.0581904,34.7810637
352905167,32.0574649,34.7812536
352934158,32.0746447,34.7767001
352934199,32.0753978,34.7779092
352934309,32.0752271,34.7770237
352934310,32.0748189,34.7791075
352934365,32.0758528,34.7792153
352934500,32.073281,34.7787502
352934665,32.0734661,34.7780292
352934666,32.0741129,34.7768491
352934669,32.0746929,34.7764356
352935966,32.0795575,34.779142
352936063,32.080836,34.7790881
352936084,32.0806321,34.7773553
352936093,32.0802882,34.7791045
352936411,32.0872149,34.7875955
352936412,32.087377,34.786187
352937792,32.0861258,34.7934609
352937806,32.0867735,34.7936467
352937807,32.0874146,34.793786
352937814,32.0865052,34.7951413
352938032,32.0872231,34.7952888
352938161,32.0910527,34.7917504
352938163,32.0889817,34.7919295
352938164,32.0885411,34.791743
352938209,32.0880863,34.7914669
352938432,32.0898755,34.7919654
352938434,32.0897638,34.7937887
352938436,32.0891225,34.7940354
352938437,32.0873907,34.7940066
352938438,32.0899816,34.79146
352938556,32.0895162,34.7912929
352938557,32.089418,34.7919838
352938558,32.0893788,34.793153
352938590,32.0891308,34.7913227
352938779,32.0887163,34.7911767
352938835,32.0883442,34.7925924
352939372,32.0911417,34.7941607
352939774,32.0873198,34.7945722
352940305,32.0900587,34.78275
352940340,32.0900755,34.7843324
352940342,32.0901218,34.7865974
352940349,32.0900753,34.7835294
352940549,32.0881554,34.7862941
352940599,32.0887001,34.7833027
352940634,32.088282,34.7855972
352940636,32.0901036,34.785615
352940685,32.0896325,34.785572
352940687,32.0893486,34.7856402
352940902,32.0885637,34.7840457
352941159,32.0947323,34.78355
354025339,32.1079343,34.8149137
354025345,32.1078345,34.8150126
354027676,32.1067664,34.8250532
354027724,32.1069061,34.8298704
354027893,32.1066751,34.8250865
354030217,32.0896898,34.773075
354033146,32.0990467,34.7832326
354033153,32.0987414,34.7836151
354036383,32.1012473,34.7834489
354036386,32.0995426,34.7851788
354036387,32.0995623,34.7854139
354039432,32.112266,34.7895882
354039615,32.1125224,34.792408
354039617,32.1125367,34.7925995
354040266,32.1047934,34.7886918
354040269,32.1050899,34.7907422
354040526,32.1041669,34.7896464
354040527,32.1043545,34.7910296
354040617,32.104931,34.7909378
354040860,32.111514,34.790284
354041624,32.1114226,34.79094
354041770,32.1101174,34.7906948
354041899,32.1103482,34.789208
354043219,32.1145783,34.789969
354043320,32.1147777,34.7902961
354043377,32.1150552,34.7900613
354043586,32.1147383,34.7905876
354043588,32.1144905,34.7922893
354043907,32.1143725,34.7923873
354044062,32.1174772,34.7929994
354044064,32.1175817,34.79302
354044077,32.1206008,34.7917882
354044198,32.1145274,34.792466
354044825,32.1206813,34.7911772
354045193,32.120268,34.7935085
354045257,32.120378,34.7934307
354045397,32.1204368,34.7935455
354045769,32.1289532,34.7927995
354046048,32.12324,34.7914881
354046851,32.1289899,34.7925794
354046894,32.1236736,34.7934204
354046900,32.1249583,34.7927945
354046902,32.1258214,34.7929151
354047338,32.1272736,34.7925465
354047746,32.1314802,34.7927915
354053803,32.1105137,34.7892466
354055944,32.1250323,34.7921702
354056032,32.1249416,34.7920616
354056033,32.1252438,34.7921161
354056104,32.1252746,34.7918939
